Date,Close,High,Low,Open,Volume
1/28/1998,3209.550049,3301.899902,3200.830078,3272.73999,0
1/29/1998,3224.360107,3230.649902,3164.659912,3204.100098,0
2/2/1998,3354.800049,3364.370117,3288.780029,3288.780029,0
2/3/1998,3354.879883,3363.330078,3326.169922,3360.399902,0
2/4/1998,3319.189941,3394.929932,3312.01001,3359.23999,0
2/5/1998,3352.47998,3366.070068,3336.969971,3339.02002,0
2/6/1998,3366.699951,3374.040039,3338.090088,3367.77002,0
2/9/1998,3348.350098,3371.610107,3345.340088,3359.469971,0
2/10/1998,3317.699951,3351.5,3315.810059,3345.179932,0
2/11/1998,3292.909912,3342.080078,3288.76001,3330.110107,0
2/12/1998,3293.889893,3299.5,3261.379883,3289.449951,0
2/13/1998,3373.530029,3373.530029,3297.540039,3306.389893,0
2/16/1998,3449.77002,3451.629883,3384.709961,3384.709961,0
2/17/1998,3413.360107,3459.820068,3403.48999,3459.820068,0
2/18/1998,3401.879883,3436.949951,3387.320068,3408.75,0
2/19/1998,3437.639893,3446.530029,3411.75,3414.590088,0
2/20/1998,3417.300049,3466.280029,3409.620117,3444.51001,0
2/23/1998,3478.399902,3479.199951,3424.139893,3426.879883,0
2/24/1998,3484.689941,3484.72998,3462.879883,3481.459961,0
2/26/1998,3571.629883,3584.669922,3526.350098,3535.23999,0
2/27/1998,3622.219971,3639.840088,3578.889893,3578.889893,0
3/2/1998,3772.610107,3782.340088,3657.570068,3657.570068,0
3/4/1998,3743.929932,3751.820068,3660.159912,3660.159912,0
3/5/1998,3714.620117,3771.659912,3699.72998,3699.72998,0
3/6/1998,3708.580078,3720.209961,3675.570068,3709.879883,0
3/9/1998,3807.209961,3810.209961,3760.659912,3775.540039,0
3/10/1998,3798.25,3830.969971,3783.98999,3810.149902,0
3/11/1998,3752.090088,3792.26001,3691.199951,3791.110107,0
3/12/1998,3716.5,3750.98999,3694.280029,3713.02002,0
3/16/1998,3785.22998,3832.51001,3780.889893,3780.889893,0
3/17/1998,3791.169922,3791.860107,3729.129883,3771.590088,0
3/18/1998,3825.02002,3839.550049,3788.399902,3803.659912,0
3/19/1998,3820.870117,3852.419922,3802.5,3848.320068,0
3/20/1998,3840.399902,3840.719971,3785.949951,3802.01001,0
3/23/1998,3963.810059,3973.699951,3920.320068,3920.320068,0
3/24/1998,3927.669922,3999.030029,3920.929932,3982.629883,0
3/25/1998,3949.570068,3969.149902,3884.709961,3913.959961,0
3/26/1998,3891.75,3992.889893,3883.159912,3970.76001,0
3/27/1998,3908.600098,3917.629883,3861.179932,3880.330078,0
3/30/1998,3897.97998,3980.899902,3896.860107,3952.209961,0
3/31/1998,3892.75,3919.080078,3875.22998,3894.530029,0
4/1/1998,3969.570068,3974.100098,3901.439941,3901.439941,0
4/2/1998,3992.719971,4049.659912,3978.310059,3986.600098,0
4/3/1998,4076.050049,4078.379883,4012.419922,4012.719971,0
4/6/1998,4170.220215,4184.370117,4122.709961,4130.919922,0
4/7/1998,4194.27002,4216.580078,4156.52002,4159.189941,0
4/10/1998,4118.290039,4185.149902,4103.459961,4172.859863,0
4/13/1998,4085.929932,4133.720215,4051.580078,4051.580078,0
4/15/1998,4192.5,4213.069824,4119.259766,4119.259766,0
4/16/1998,4134.319824,4208.560059,4132.660156,4195.529785,0
4/17/1998,4186.759766,4188.370117,4117.580078,4134.930176,0
4/20/1998,4210.72998,4286.839844,4208.560059,4217.75,0
4/21/1998,4280.959961,4285.569824,4235.370117,4235.370117,0
4/22/1998,4179.439941,4322,4179.439941,4305.609863,0
4/23/1998,4092.22998,4202.169922,4084.149902,4161.310059,0
4/24/1998,4050.97998,4104.97998,3954.310059,4088.139893,0
4/27/1998,4082.830078,4138.209961,4059.679932,4098.169922,0
4/28/1998,4082.830078,4138.209961,4059.679932,4098.169922,0
4/29/1998,3970.280029,4085.76001,3964.949951,4076.22998,0
4/30/1998,4006.810059,4015.639893,3926.360107,3970.5,0
5/4/1998,4135.810059,4141.330078,4058.75,4058.75,0
5/5/1998,4147.290039,4156.580078,4113.790039,4142.319824,0
5/6/1998,4069.790039,4145.600098,4045.959961,4145.600098,0
5/8/1998,4022.199951,4056.459961,4014.719971,4049.129883,0
5/12/1998,3945.129883,4007.429932,3917.899902,4007.429932,0
5/13/1998,3782.76001,3906.669922,3776.330078,3897.879883,0
5/14/1998,3897.939941,3898.689941,3748.629883,3789.070068,0
5/15/1998,3849.800049,3924.409912,3832.860107,3909.879883,0
5/18/1998,3908.47998,3943.159912,3890.840088,3892.540039,0
5/19/1998,3924.419922,3924.419922,3895.709961,3907.75,0
5/20/1998,3956.929932,3965.850098,3920.629883,3930.01001,0
5/21/1998,3908.790039,3980.209961,3889.97998,3969.620117,0
5/22/1998,3897.100098,3930.649902,3881.830078,3914.340088,0
5/25/1998,3908.110107,3934,3878.040039,3882.030029,0
5/26/1998,3875.060059,3915.429932,3870.76001,3906.73999,0
5/27/1998,3777.189941,3843.449951,3771.389893,3843.449951,0
5/28/1998,3721.929932,3797.23999,3712.52002,3754.72998,0
5/29/1998,3686.389893,3747.570068,3589.23999,3673.449951,0
6/1/1998,3642.679932,3823.149902,3640.300049,3737.25,0
6/2/1998,3573.209961,3646.360107,3540.610107,3634.22998,0
6/3/1998,3597.97998,3600.350098,3483.810059,3572.959961,0
6/4/1998,3546.209961,3617.139893,3538.959961,3598.330078,0
6/5/1998,3417.889893,3536,3417.889893,3527.669922,0
6/8/1998,3416.72998,3492.47998,3256.51001,3455.570068,0
6/9/1998,3468.070068,3476.909912,3372.179932,3426.290039,0
6/10/1998,3311.409912,3451.169922,3308.050049,3451.169922,0
6/11/1998,3335.76001,3337.120117,3207.540039,3269.360107,0
6/12/1998,3347.409912,3416.120117,3332.629883,3367.48999,0
6/15/1998,3152.959961,3344.48999,3151.22998,3344.48999,0
6/16/1998,3161.080078,3171.570068,2961.810059,3114.590088,0
6/17/1998,3400.949951,3405.97998,3251.810059,3291.429932,0
6/18/1998,3292.330078,3434.459961,3292.330078,3416.090088,0
6/19/1998,3143.100098,3246.189941,3130.110107,3234.560059,0
6/22/1998,3078.51001,3097.949951,2951.449951,3063.149902,0
6/23/1998,3037.340088,3047.48999,2954.860107,3041.810059,0
6/24/1998,3143.639893,3143.639893,3041.790039,3041.790039,0
6/25/1998,3208.540039,3249.419922,3181.110107,3197.899902,0
6/26/1998,3168.820068,3214.419922,3155.129883,3214.419922,0
6/29/1998,3289.560059,3291.179932,3171.25,3171.25,0
6/30/1998,3250.689941,3305.629883,3222.580078,3305.179932,0
7/1/1998,3230.600098,3256.429932,3153.530029,3210.600098,0
7/2/1998,3180.72998,3229.949951,3172.389893,3219.97998,0
7/3/1998,3089.02002,3173.350098,3089.02002,3173.350098,0
7/6/1998,3178.310059,3179.629883,3111.02002,3111.02002,0
7/7/1998,3195.939941,3241.899902,3181.560059,3186.850098,0
7/8/1998,3245.879883,3268.540039,3221.919922,3225.709961,0
7/9/1998,3331.97998,3347.399902,3277.929932,3277.929932,0
7/10/1998,3401.73999,3409.5,3344.090088,3375.550049,0
7/13/1998,3322.169922,3461.120117,3320.110107,3426.830078,0
7/14/1998,3371.5,3371.5,3310.949951,3335.129883,0
7/15/1998,3365.719971,3419.360107,3348.659912,3404.870117,0
7/16/1998,3488.77002,3489.199951,3356.610107,3383.72998,0
7/17/1998,3470.800049,3525.899902,3455.350098,3505.52002,0
7/20/1998,3384.75,3472,3376.47998,3471.449951,0
7/21/1998,3353.300049,3417.100098,3329.840088,3385.25,0
7/22/1998,3344.330078,3372.75,3341.590088,3358.080078,0
7/23/1998,3227.52002,3336.840088,3214.399902,3329.780029,0
7/24/1998,3171.300049,3231.5,3157.300049,3200.659912,0
7/27/1998,3085.169922,3213.120117,3079.429932,3172.669922,0
7/28/1998,3166.840088,3173.919922,3090.22998,3096.060059,0
7/29/1998,3219.929932,3242.280029,3163.73999,3169.879883,0
7/30/1998,3212.100098,3276.290039,3190.540039,3247.22998,0
7/31/1998,3211.310059,3234.540039,3184.100098,3231.22998,0
8/3/1998,3112.949951,3159.02002,3108.030029,3159.02002,0
8/4/1998,3119.540039,3144.060059,3107.040039,3107.040039,0
8/5/1998,3133.419922,3138.389893,3062.050049,3069.919922,0
8/6/1998,3096.330078,3163.280029,3091.570068,3131.540039,0
8/7/1998,3062.25,3104.870117,3062.25,3094.169922,0
8/10/1998,3020.709961,3056.219971,3017.330078,3056.219971,0
8/11/1998,2970.639893,3008.919922,2965.580078,3002.820068,0
8/12/1998,2950.800049,2989.919922,2924.23999,2934.73999,0
8/13/1998,2990.219971,3016.110107,2931.76001,2944.639893,0
8/14/1998,2968.75,3005.439941,2960.23999,2993.679932,0
8/17/1998,2917.070068,3002.169922,2917.070068,2983.399902,0
8/18/1998,2867.98999,2915.840088,2853.719971,2914.919922,0
8/19/1998,2884.590088,2919.51001,2838.98999,2885.76001,0
8/20/1998,2989.600098,2991.600098,2885.169922,2911.850098,0
8/21/1998,2922.610107,2988.72998,2919.449951,2954.310059,0
8/24/1998,2950.439941,2958.449951,2899.669922,2928.080078,0
8/25/1998,2993.360107,2996.719971,2958.780029,2958.780029,0
8/27/1998,2974.830078,3040.47998,2974.830078,3006.649902,0
8/28/1998,2908.100098,2962.379883,2899.159912,2937.120117,0
8/31/1998,2933.850098,2946.969971,2882.929932,2919.360107,0
9/1/1998,2862.550049,2882.879883,2850.300049,2862.23999,0
9/2/1998,2886.909912,2900.459961,2867.219971,2900.149902,0
9/3/1998,2918.889893,2921.340088,2879.129883,2885.300049,0
9/4/1998,2975.100098,2985.48999,2926.73999,2930.629883,0
9/7/1998,3051.929932,3063.530029,3016.51001,3016.51001,0
9/8/1998,3096.100098,3105.23999,3041.090088,3054.310059,0
9/9/1998,3097.120117,3144.570068,3091.310059,3125.189941,0
9/10/1998,3108.669922,3132.419922,3079.379883,3090.23999,0
9/11/1998,3083.560059,3092.939941,3061.389893,3069.379883,0
9/14/1998,3167.219971,3169.550049,3133.01001,3134.679932,0
9/15/1998,3162.179932,3176.419922,3151.189941,3154.01001,0
9/16/1998,3138.659912,3185.469971,3131.840088,3168.860107,0
9/17/1998,3121.300049,3161.370117,3118.159912,3147.530029,0
9/18/1998,3090.719971,3108.830078,3083.860107,3107.27002,0
9/21/1998,3080.909912,3132.590088,3080.709961,3111.02002,0
9/22/1998,3095.25,3103.870117,3070.679932,3091.040039,0
9/23/1998,3135.419922,3135.709961,3106.149902,3111.179932,0
9/24/1998,3225.300049,3232.129883,3163.22998,3163.22998,0
9/25/1998,3223.570068,3266.709961,3215.77002,3230.97998,0
9/28/1998,3206.919922,3265.719971,3205.949951,3257.98999,0
9/29/1998,3146.830078,3235.030029,3125.469971,3230.840088,0
9/30/1998,3102.290039,3135.280029,3084.820068,3132.199951,0
10/5/1998,2878.070068,3036.149902,2877.919922,3036.149902,0
10/6/1998,2919.73999,2919.73999,2820.77002,2873.969971,0
10/7/1998,3008.629883,3010.649902,2939.620117,2940.129883,0
10/8/1998,2896.139893,3045.540039,2896.139893,3029.100098,0
10/9/1998,2916.659912,2960.820068,2885.669922,2916.340088,0
10/12/1998,2872.47998,2926.25,2850.5,2914.5,0
10/13/1998,2832.030029,2865.23999,2785.409912,2849.100098,0
10/14/1998,2890.719971,2909.429932,2799,2831.27002,0
10/15/1998,2857.27002,2895.280029,2848.550049,2875.060059,0
10/16/1998,2848.110107,2895.570068,2837.97998,2889.699951,0
10/19/1998,2851.580078,2871.709961,2848.110107,2860.939941,0
10/20/1998,2764.159912,2845.860107,2753.340088,2845.860107,0
10/23/1998,2784.459961,2798.879883,2741.219971,2757.040039,0
10/26/1998,2889.709961,2922.320068,2878.97998,2908.51001,0
10/27/1998,2895.840088,2895.899902,2856.320068,2891.360107,0
10/28/1998,2833.040039,2913.620117,2832.949951,2913.620117,0
10/29/1998,2845.159912,2845.51001,2787.899902,2825.459961,0
10/30/1998,2812.48999,2862.310059,2812.48999,2844.149902,0
11/2/1998,2811.439941,2822.290039,2774.110107,2820.22998,0
11/3/1998,2812.060059,2831.719971,2809.01001,2815.669922,0
11/5/1998,2842.51001,2844.47998,2812.52002,2817.810059,0
11/6/1998,2884.370117,2885.75,2849.580078,2849.580078,0
11/9/1998,2983.669922,3004.429932,2954.570068,2955.77002,0
11/10/1998,3004.669922,3005.290039,2963.580078,2992.469971,0
11/11/1998,2976.169922,3027.199951,2974.610107,3017.449951,0
11/12/1998,3009.570068,3010.840088,2944.060059,2973.310059,0
11/13/1998,2976.120117,3019,2973.48999,2976.280029,0
11/16/1998,2945.399902,2972.800049,2939.669922,2953.530029,0
11/17/1998,2968.600098,2973.899902,2947.399902,2947.399902,0
11/18/1998,3003.25,3007.659912,2972.75,2975.780029,0
11/19/1998,2964.870117,3015.820068,2964.870117,3010.72998,0
11/20/1998,2941.389893,2974.699951,2932.850098,2966.139893,0
11/23/1998,2919.570068,2938.330078,2908.159912,2929.98999,0
11/24/1998,2903.560059,2936.73999,2901.439941,2925.570068,0
11/25/1998,2881.689941,2900.360107,2874.169922,2900.360107,0
11/26/1998,2825.080078,2896.189941,2815.969971,2874.26001,0
11/27/1998,2783.100098,2826.159912,2772.040039,2825.060059,0
11/30/1998,2810.659912,2810.659912,2741.699951,2771.689941,0
12/1/1998,2804.030029,2822.209961,2790.320068,2803.72998,0
12/2/1998,2816.590088,2833.909912,2804.52002,2819.629883,0
12/3/1998,2804.459961,2820.929932,2796.219971,2814.929932,0
12/4/1998,2849.820068,2849.820068,2791.97998,2804.870117,0
12/7/1998,2921.800049,2922.280029,2851.449951,2851.449951,0
12/8/1998,2945.639893,2945.639893,2900.199951,2927.949951,0
12/9/1998,2950.209961,2979.51001,2946.22998,2957.310059,0
12/10/1998,2979.600098,2987.639893,2965.449951,2972.830078,0
12/11/1998,3002.540039,3019.810059,2987.719971,3001.939941,0
12/14/1998,2990.439941,3029.149902,2982.209961,3013.580078,0
12/15/1998,2927.47998,2974.080078,2926.360107,2968.389893,0
12/16/1998,2936.919922,2936.919922,2887.310059,2906.469971,0
12/17/1998,2864.439941,2919.469971,2855.100098,2884.649902,0
12/18/1998,2875.090088,2890.300049,2850.47998,2875.909912,0
12/21/1998,2973.370117,2977.030029,2921.27002,2921.27002,0
12/22/1998,2976.580078,2988.459961,2949.340088,2984.800049,0
12/23/1998,2962.5,3016.909912,2961.72998,2987.310059,0
12/24/1998,2963.449951,2974.659912,2942.02002,2953.550049,0
12/28/1998,3054.72998,3068.139893,3007.679932,3007.679932,0
12/29/1998,3046.290039,3066.600098,3014.610107,3041.73999,0
12/30/1998,3110.330078,3118.590088,3072.610107,3074.439941,0
12/31/1998,3055.409912,3116.340088,3053.030029,3107.72998,0
1/4/1999,3122.040039,3148.070068,3113.620117,3113.620117,0
1/5/1999,3149.060059,3150.310059,3103.620117,3129.580078,0
1/6/1999,3205.679932,3214.360107,3152.939941,3172.310059,0
1/7/1999,3299.090088,3321.469971,3239.649902,3239.850098,0
1/8/1999,3397.840088,3400.969971,3340.51001,3356.189941,0
1/11/1999,3433.209961,3515.48999,3418.23999,3502.47998,0
1/12/1999,3353.219971,3410.669922,3319,3369.959961,0
1/13/1999,3310.459961,3385.199951,3292.629883,3380.919922,0
1/14/1999,3292.280029,3333.800049,3251.179932,3251.179932,0
1/15/1999,3207.850098,3330.419922,3205.879883,3322.709961,0
1/18/1999,3278.580078,3278.580078,3197.780029,3217.73999,0
1/19/1999,3218.909912,3298.48999,3214.850098,3298.48999,0
1/21/1999,3329.929932,3332.639893,3206.300049,3222.969971,0
1/22/1999,3297.860107,3375.22998,3288.469971,3351.669922,0
1/25/1999,3309.149902,3321.889893,3246.030029,3309.459961,0
1/27/1999,3353.97998,3400.070068,3334.51001,3342.219971,0
1/28/1999,3292.949951,3369.090088,3287.209961,3359.669922,0
1/29/1999,3315.570068,3324.550049,3279.689941,3314.939941,0
2/1/1999,3265.909912,3361.919922,3265.909912,3331.909912,0
2/2/1999,3236.76001,3279.97998,3219.540039,3251.959961,0
2/3/1999,3277.570068,3283.219971,3234.659912,3267.669922,0
2/4/1999,3236.419922,3301.540039,3223.23999,3291.469971,0
2/5/1999,3215.350098,3246.76001,3204.5,3241.300049,0
2/8/1999,3183.639893,3280.629883,3182.469971,3253.929932,0
2/9/1999,3207.709961,3208.709961,3157.699951,3182.75,0
2/10/1999,3307.48999,3308.879883,3213.27002,3221.040039,0
2/11/1999,3313.399902,3360.189941,3298.419922,3329.810059,0
2/12/1999,3337.48999,3351.840088,3319.340088,3323.169922,0
2/15/1999,3315.080078,3394.01001,3315.070068,3378.570068,0
2/16/1999,3344.679932,3345.73999,3305.719971,3309.110107,0
2/17/1999,3336.419922,3366.550049,3280.679932,3342.280029,0
2/18/1999,3351.050049,3406.280029,3334.830078,3355.320068,0
2/19/1999,3354.919922,3389.98999,3350.649902,3373.23999,0
2/22/1999,3303.889893,3397.330078,3300.669922,3370.600098,0
2/23/1999,3283.969971,3300.439941,3249.02002,3290.5,0
2/24/1999,3287.530029,3297.370117,3237.179932,3292.570068,0
2/25/1999,3281.290039,3311.840088,3269.389893,3276.909912,0
2/26/1999,3233.860107,3288.179932,3228.939941,3284.209961,0
3/1/1999,3523.97998,3539.620117,3417.219971,3447.5,0
3/3/1999,3640.419922,3691.02002,3625.459961,3638.560059,0
3/4/1999,3601.959961,3662.469971,3563.149902,3660.399902,0
3/5/1999,3649.060059,3681.139893,3578.090088,3622.02002,0
3/8/1999,3732.100098,3775.449951,3687.429932,3704.290039,0
3/9/1999,3784.110107,3796.840088,3744.23999,3758.47998,0
3/10/1999,3743.370117,3804,3689.209961,3792.560059,0
3/11/1999,3673.51001,3770.719971,3673.219971,3763.300049,0
3/12/1999,3702.810059,3716.02002,3658.050049,3700.560059,0
3/15/1999,3783.709961,3817.939941,3750.699951,3778.969971,0
3/16/1999,3744.179932,3793.580078,3744.179932,3765.030029,0
3/17/1999,3672.709961,3783.77002,3670.090088,3749.149902,0
3/19/1999,3672.629883,3741.699951,3651.01001,3728.649902,0
3/22/1999,3713.179932,3730.429932,3652.699951,3691.52002,0
3/23/1999,3757.5,3784.810059,3729.75,3729.75,0
3/24/1999,3682.689941,3772.949951,3618.600098,3768.909912,0
3/26/1999,3597.580078,3642.659912,3554.379883,3635.669922,0
3/30/1999,3683.48999,3697.679932,3639.629883,3666.699951,0
3/31/1999,3739.959961,3781.969971,3707.719971,3708.389893,0
4/1/1999,3686.290039,3754.72998,3684.179932,3750.219971,0
4/5/1999,3519.389893,3625.209961,3499.830078,3625.209961,0
